Section,Criteria,Topic1,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectOption,Description
Digital Environments,7.1.1,Types of Hardware,Embedded devices often provide...,General browsing,Touch usage,Automation,Hosting data,c,embedded device
Digital Environments,7.1.1,Types of Hardware,Personal computers are commonly used for...,Industrial control,General tasks,Server hosting,Traffic systems,b,personal computer
Digital Environments,7.1.1,Types of Hardware,Mobile devices are commonly used for...,Server hosting,Industrial automation,Communication,Gaming,c,mobile device
Digital Environments,7.1.1,Types of Hardware,Servers are commonly used for...,Traffic control,Hosting data,Gaming,Touch input,b,server
Digital Environments,7.1.1,Types of Hardware,Embedded devices are commonly used for...,General computation,Gaming,Hosting data,Automation,d,embedded device
Digital Environments,7.1.1,Types of Hardware,Why are personal computers popular-,High redundancy,Affordability,Battery-powered,Industrial use,b,personal computer
Digital Environments,7.1.1,Types of Hardware,Why are mobile devices convenient-,Fixed installation,High redundancy,High expansion,Portability,d,mobile device
Digital Environments,7.1.1,Types of Hardware,Why are servers necessary-,Centralised management,Touch browsing,Automation,Portability,a,server
Digital Environments,7.1.1,Types of Hardware,Why are embedded devices efficient-,Gaming performance,Low power use,General-purpose computing,Touch usage,b,embedded device
Digital Environments,7.1.1,Types of Hardware,What is a feature of personal computers-,Specialised,Embedded,Small battery,Upgradeable,d,personal computer
Digital Environments,7.1.1,Types of Hardware,What is a feature of mobile devices-,Touchscreen,High redundancy,Expandable,Custom circuits,a,mobile device
Digital Environments,7.1.1,Types of Hardware,What is a feature of servers-,High portability,Touch input,High uptime,Small scale automation,c,server
Digital Environments,7.1.1,Types of Hardware,What is a feature of embedded devices-,Low power and specialised,General-purpose,High redundancy,Touch based,a,embedded device
Digital Environments,7.1.1,Types of Hardware,Which device type offers portability-,Desktops,Servers,Embedded systems,Mobile devices,d,computer types
Digital Environments,7.1.1,Types of Hardware,Which device type is typically specialised-,Embedded devices,Servers,Personal computers,Mobile devices,a,computer types
Digital Environments,7.1.2,Hardware Components,What does the number of processor cores affect-,Power draw,Screen size,Parallel processing,Weight,c,"cpu cores, parallel processing, multicore"
Digital Environments,7.1.2,Hardware Components,Clock speed is measured in...,Volts,MB,GHz,Watts,c,"cpu clock speed, GHz, performance"
Digital Environments,7.1.2,Hardware Components,A larger cache improves...,Storage size,Screen brightness,Power usage,Data access speed,d,"cpu cache, latency, data fetch"
Digital Environments,7.1.2,Hardware Components,A feature of mobile processors is...,Low power use,High heat output,Large size,High cost,a,"mobile CPU, low power, efficiency"
Digital Environments,7.1.2,Hardware Components,The motherboard connects...,All components,Only CPU,Only RAM,Only storage,a,"motherboard, chipset, bus, sockets"
Digital Environments,7.1.2,Hardware Components,A GPU is designed for...,Graphics processing,Cooling,Sound output,Network routing,a,"GPU, graphics processing, parallel compute"
Digital Environments,7.1.2,Hardware Components,NICs allow computers to...,Storage,Graphics output,Cooling,Network access,d,"NIC, network interface, ethernet"
Digital Environments,7.1.2,Hardware Components,PCI stands for...,Peripheral Component Interconnect,Processor Control Interface,Primary Card Input,Parallel Compute Interface,a,"PCI, expansion bus, add-in cards"
Digital Environments,7.1.2,Hardware Components,USB is mainly used for...,Power,Cooling,Storage,Peripheral connection,d,"USB, peripheral, universal serial bus"
Digital Environments,7.1.2,Hardware Components,Air cooling uses...,Radiation,Lasers,Oil pumps,Fans,d,"air cooling, fans, heatsink"
Digital Environments,7.1.2,Hardware Components,Liquid cooling uses...,Air pressure,Fans,Lasers,Liquid coolant,d,"liquid cooling, coolant, radiator, pump"
Digital Environments,7.1.2,Hardware Components,A temperature sensor detects...,Temperature,Light,Voltage,Colour,a,"sensor, temperature, thermistor"
Digital Environments,7.1.2,Hardware Components,A motion sensor detects...,Movement,Sound,Colour,Heat,a,"sensor, motion, PIR"
Digital Environments,7.1.2,Hardware Components,More cores improve...,Weight,Screen size,Colour depth,Parallel tasks,d,"cpu cores, parallel processing, multicore"
Digital Environments,7.1.2,Hardware Components,Higher clock speed improves...,Heat,Performance,Storage,Resolution,b,"cpu clock speed, GHz, performance"
Digital Environments,7.1.2,Hardware Components,Cache memory helps by...,Increasing heat,Reducing fetch time,Creating graphics,Storing files,b,"cpu cache, latency, data fetch"
Digital Environments,7.1.2,Hardware Components,Mobile processors reduce...,Power usage,Weight,Strength,Speed,a,"mobile CPU, low power, efficiency"
Digital Environments,7.1.2,Hardware Components,The motherboard houses...,All components,Only GPU,Only RAM,Only PCIe slots,a,"motherboard, chipset, bus, sockets"
Digital Environments,7.1.2,Hardware Components,A GPU accelerates...,Network access,Cooling CPU,Reading disks,Rendering graphics,d,"GPU, graphics processing, parallel compute"
Digital Environments,7.1.2,Hardware Components,A NIC provides...,Network access,Graphics,Cooling,Storage,a,"NIC, network interface, ethernet"
Digital Environments,7.1.2,Hardware Components,PCI slots allow...,Fans,Screens,Expansion cards,Printers,c,"PCI, expansion bus, add-in cards"
Digital Environments,7.1.2,Hardware Components,USB ports allow...,Peripheral connection,Cooling,Memory,CPU,a,"USB, peripheral, universal serial bus"
Digital Environments,7.1.2,Hardware Components,Air cooling uses...,Lights,Pumps,Fans,Ink,c,"air cooling, fans, heatsink"
Digital Environments,7.1.2,Hardware Components,Liquid cooling uses...,Heat,Fans,Speakers,Coolant,d,"liquid cooling, coolant, radiator, pump"
Digital Environments,7.1.2,Hardware Components,Sensors convert signals to...,Digital data,Light,Sound,Voltage,a,"hardware, fundamentals"
Digital Environments,7.1.2,Hardware Components,A light sensor detects...,Sound,Heat,Speed,Light levels,d,"sensor, light, LDR"
Digital Environments,7.1.2,Hardware Components,A pressure sensor detects...,Voltage,Sound,Pressure,Light,c,"sensor, pressure, barometric"
Digital Environments,7.1.2,Peripherals,Which of the following is an input device-,Speaker,Keyboard,Printer,Monitor,b,"input devices, keyboard, mouse, scanner"
Digital Environments,7.1.2,Peripherals,Which device outputs visual information-,Scanner,Mouse,Keyboard,Monitor,d,"output devices, monitor, speaker, printer"
Digital Environments,7.1.2,Peripherals,A keyboard is an example of...,Output device,Input device,Cooling device,Network device,b,"hardware, fundamentals"
Digital Environments,7.1.2,Peripherals,A monitor is an example of...,Storage,Sensor,Cooling device,Output device,d,"hardware, fundamentals"
Digital Environments,7.1.2,Peripherals,Which is an output device-,Printer,Keyboard,Scanner,Mouse,a,"output devices, monitor, speaker, printer"
Digital Environments,7.1.2,Storage,RAM is used for...,Firmware,Permanent data,User files,Temporary data,d,"RAM, main memory, volatile"
Digital Environments,7.1.2,Storage,ROM typically stores...,Temporary storage,RAM data,User files,Firmware,d,"ROM, firmware, non-volatile"
Digital Environments,7.1.2,Storage,Magnetic storage uses...,Lasers,No moving parts,Spinning disks,Electrons,c,"HDD, magnetic storage, spinning disks"
Digital Environments,7.1.2,Storage,SSD storage contains...,Mirrors,Spinning disks,Lasers,No moving parts,d,"SSD, solid state, flash, no moving parts"
Digital Environments,7.1.2,Storage,Optical storage uses...,Electrons,Magnets,Lasers,Fans,c,"optical storage, CD, DVD, laser"
Digital Environments,7.1.2,Storage,RAID 1 provides...,Parity,Striping,Mirroring,Optical backup,c,"RAID 1, mirroring, redundancy"
Digital Environments,7.1.2,Storage,RAID 5 uses...,Mirroring,Parity,Hot swap,Optical reading,b,"RAID 5, parity, striping"
Digital Environments,7.1.2,Storage,RAID 10 combines...,Parity only,Striping and mirroring,Single disk,Optical burning,b,"RAID 1, mirroring, redundancy"
Digital Environments,7.1.2,Storage,NAS provides storage that is...,Local-only access,Network-based access,Optical access,Temporary access,b,"NAS, network-attached storage, file sharing"
Digital Environments,7.1.2,Storage,SAN provides storage that is...,High-speed network,Local USB,Keyboard port,Printer port,a,"SAN, storage area network, fibre channel"
Digital Environments,7.1.2,Storage,RAM is...,Magnetic,Non-volatile,Optical,Volatile memory,d,"RAM, main memory, volatile"
Digital Environments,7.1.2,Storage,ROM is...,User files,Volatile,Temporary,Non-volatile memory,d,"ROM, firmware, non-volatile"
Digital Environments,7.1.2,Storage,Magnetic storage is known for...,No moving parts,Fastest speed,Large capacity,Laser reading,c,"HDD, magnetic storage, spinning disks"
Digital Environments,7.1.2,Storage,SSD storage is known for...,Magnetic disks,Low noise,High speed,Cheap cost,c,"SSD, solid state, flash, no moving parts"
Digital Environments,7.1.2,Storage,Optical storage is used for...,CPU,RAM,CD/DVD storage,GPU,c,"optical storage, CD, DVD, laser"
Digital Environments,7.1.2,Storage,RAID 1 mirrors data for...,Redundancy,Speed,Parity only,No redundancy,a,"RAID 1, mirroring, redundancy"
Digital Environments,7.1.2,Storage,NAS connects through...,RAM slot,Network,CPU socket,GPU slot,b,"NAS, network-attached storage, file sharing"
Digital Environments,7.1.2,Storage,SAN connects through...,Wi-Fi only,USB,HDMI,High-speed fabric,d,"SAN, storage area network, fibre channel"
Digital Environments,7.2.1,Operating Systems,What is a key feature of batch operating systems-,Non-interactive tasks,Touchscreen tasks,Real-time tasks,Mobile apps,a,batch
Digital Environments,7.2.1,Operating Systems,Batch systems are commonly used for...,High-volume jobs,Web browsing,Gaming,Mobile communications,a,batch
Digital Environments,7.2.1,Operating Systems,Batch OS work best with...,Touch interfaces,Real-time responses,Large scheduled workloads,Small mobile tasks,c,batch
Digital Environments,7.2.1,Operating Systems,A limitation of batch processing is...,Fast feedback,No user interaction,Battery drain,Touch issues,b,batch
Digital Environments,7.2.1,Operating Systems,Batch jobs are usually...,Instant,Interactive,Scheduled,Mobile,c,batch
Digital Environments,7.2.1,Operating Systems,Multitasking OS allow...,Real-time only,One task only,Multiple tasks concurrently,Mobile-only tasks,c,Multi-tasking
Digital Environments,7.2.1,Operating Systems,An interrupt is...,A touch gesture,A signal to the CPU,A network request,A mobile alert,b,Multi-tasking
Digital Environments,7.2.1,Operating Systems,A multitasking OS runs tasks...,Only when charging,One by one only,Only when idle,Simultaneously,d,Multi-tasking
Digital Environments,7.2.1,Operating Systems,A benefit of multitasking OS is...,Storage,Battery life,Hosting,Efficiency,d,Multi-tasking
Digital Environments,7.2.1,Operating Systems,Real-time OS are designed for...,Mobile browsing,Monitoring and control,Batch printing,Gaming,b,
Digital Environments,7.2.1,Operating Systems,Real-time OS are used in...,Web browsers,Mobile phones,Industrial systems,Games,c,
Digital Environments,7.2.1,Operating Systems,A key requirement of a real-time OS is...,Large storage,Predictable timing,Battery savings,Touch input,b,
Digital Environments,7.2.1,Operating Systems,Real-time OS support...,Transaction processing,Touch input,Battery saving,Batch jobs,a,
Digital Environments,7.2.1,Operating Systems,A limitation of real-time OS is...,Network needs,Touch issues,Battery limits,Limited flexibility,d,
Digital Environments,7.2.1,Operating Systems,Network OS support...,Touch optimisation,Resource sharing,Real-time control,Batch processing,b,
Digital Environments,7.2.1,Operating Systems,A key feature of network operating systems is...,Touchscreen input,Battery handling,User management,Batch scheduling,c,
Digital Environments,7.2.1,Operating Systems,Network OS manage...,Touch control,Battery levels,Network resources,Real-time tasks,c,
Digital Environments,7.2.1,Operating Systems,Network OS allow...,Battery charging,Communication,Touch gestures,Batch printing,b,
Digital Environments,7.2.1,Operating Systems,Network OS are commonly used for...,Battery storing,Touch input,File sharing,Batch loading,c,
Digital Environments,7.2.1,Operating Systems,Mobile OS run on...,Smartphones,Servers,Batch processors,Industrial robots,a,
Digital Environments,7.2.1,Operating Systems,Mobile OS are optimised for...,High redundancy,Lower power,Batch timing,Real-time scheduling,b,
Digital Environments,7.2.1,Operating Systems,Mobile OS improve...,Hosting,Redundancy,Battery life,Printing,c,
Digital Environments,7.2.1,Operating Systems,Mobile OS support...,Server hosting,Batch jobs,Mobile apps,Industrial control,c,
Digital Environments,7.2.1,Operating Systems,A limitation of mobile OS is...,More redundancy,Less performance,Immediate response,Batch timing,b,
Digital Environments,7.2.1,Operating Systems,Batch OS are best suited for...,Real-time work,Touch input,High-volume jobs,Network routing,c,
Digital Environments,7.2.1,Operating Systems,Multitasking OS allow users to...,Run many apps,Increase heat,Host servers,Automate factories,a,
Digital Environments,7.2.1,Operating Systems,Real-time OS must guarantee...,Response deadlines,Battery limits,Network access,Batch scheduling,a,
Digital Environments,7.2.1,Operating Systems,Network OS enable devices to...,Batch queue,Save battery,Share resources,Real-time timing,c,
Digital Environments,7.2.1,Operating Systems,Mobile OS are common because...,Batch automation,Redundancy,Portability,Server hosting,c,
Digital Environments,7.2.1,Operating Systems,Batch systems rely heavily on...,Scheduling,Touch input,Battery life,Network routing,a,
Digital Environments,7.2.1,Operating Systems,Interrupts allow the CPU to...,Print files,Save battery,Switch tasks quickly,Host apps,c,
Digital Environments,7.2.1,Operating Systems,Real-time OS are unsuitable for...,Battery life,Strict timing,Touch ability,Flexibility,d,
Digital Environments,7.2.1,Operating Systems,Network OS provide shared...,Battery use,Touch input,Resources,Batch queues,c,
Digital Environments,7.2.1,Operating Systems,Mobile OS require less...,Batch queues,Redundancy,Strict timing,Processing power,d,
Digital Environments,7.2.1,Operating Systems,Batch OS typically run...,Network routes,Interactive apps,Touch apps,Queued tasks,d,
Digital Environments,7.2.1,Operating Systems,Multitasking OS handle...,Network load,Battery,Touch input,CPU resources,d,
Digital Environments,7.2.1,Operating Systems,Real-time OS prioritise...,Task deadlines,Battery use,Touch speed,Batch time,a,
Digital Environments,7.2.1,Operating Systems,Network OS coordinate...,Users,Battery,Touch,Queues,a,
Digital Environments,7.2.1,Operating Systems,Mobile OS manage...,CPU power,Memory,Battery use,Timing,c,
Digital Environments,7.2.1,Operating Systems,Batch processing improves...,Battery,System throughput,Touch,Network,b,
Digital Environments,7.2.1,Operating Systems,Time-slicing divides...,Touch,Battery,CPU time,Storage,c,
Digital Environments,7.2.1,Operating Systems,Interrupts notify...,The network,The battery,The CPU,The touchscreen,c,
Digital Environments,7.2.1,Operating Systems,Real-time OS often run...,Network tasks,Mobile apps,Batch apps,Industrial apps,d,
Digital Environments,7.2.1,Operating Systems,Network OS commonly manage...,Battery and apps,Users and devices,Batch and print,Touch and swipe,b,
Digital Environments,7.2.1,Operating Systems,Mobile OS are designed for...,Portability,Batch jobs,Real-time,Redundancy,a,
Digital Environments,7.2.1,Operating Systems,Batch OS reduce...,Battery,CPU load,Network,Timing,b,
Digital Environments,7.2.1,Operating Systems,Multitasking OS improve...,Performance,Battery life,Timing,Touch,a,
Digital Environments,7.2.1,Operating Systems,Which workload most requires deterministic scheduling guarantees of a real-time OS-,Ad-hoc office printing,Batch video transcoding overnight,Closed-loop motor control with strict cycle deadlines,Email spam filtering,c,real-time operating system
Digital Environments,7.2.1,Operating Systems,A multitasking OS that uses short time-slices may introduce...,fewer context switches,lower CPU clock speed,more RAM fragmentation,jitter in time-sensitive tasks,d,multitasking operating system
Digital Environments,7.2.1,Operating Systems,"In a pre-emptive multitasking system, an interrupt primarily...",flushes the cache,restarts the scheduler,signals the CPU to service an urgent event,halts user processes,c,multitasking operating system
Digital Environments,7.2.1,Operating Systems,A real-time OS used for transaction processing must guarantee...,zero context switches,highest average throughput,bounded response time,maximum CPU frequency,c,real-time operating system
Digital Environments,7.2.2,Utilities Software,What is the primary purpose of file management utilities,"Organise, move, and control files and folders",Increase CPU speed,Repair hardware,Design user interfaces,a,File Management Utilities help hard drives perform better
Digital Environments,7.2.2,Utilities Software,Which task is commonly supported by file managers-,Format the operating system,Compile code automatically,Encrypt network traffic by default,Rename and copy files,d,
Digital Environments,7.2.2,Utilities Software,A file manager typically lets users,Set permissions on files/folders,Replace the kernel,Increase RAM capacity,Change CPU voltage,a,
Digital Environments,7.2.2,Utilities Software,Defragmenters are used to,Delete duplicate files only,Rearrange file fragments for faster access,Encrypt the entire disk,Resize partitions automatically,b,
Digital Environments,7.2.2,Utilities Software,A benefit of disk defragmentation is,Automatic malware removal,Longer battery life on all devices,Guaranteed data integrity,Improved read performance on HDDs,d,
Digital Environments,7.2.2,Utilities Software,Which storage type benefits least from defragmentation-,Optical discs,Hard disk drives (HDDs),Solid-state drives (SSDs),Magnetic tapes,c,
Digital Environments,7.2.2,Utilities Software,File compression utilities primarily...,Increase image resolution,Reduce file size for storage or transfer,Repair corrupted files automatically,Speed up the CPU,b,
Digital Environments,7.2.2,Utilities Software,Lossless compression is best when...,You need hardware acceleration,You want smaller size than possible,Quality loss is acceptable,"You must preserve exact data (e.g., text/code)",d,
Digital Environments,7.2.2,Utilities Software,A drawback of file compression can be...,Permanent encryption,Guaranteed data loss,Time to compress/decompress,Automatic virus scanning,c,
Digital Environments,7.2.2,Utilities Software,Package managers are used to...,Format removable media,Defragment the hard drive,"Install, update, and remove software",Back up user data,c,
Digital Environments,7.2.2,Utilities Software,A key feature of package managers is...,Screen calibration,CPU overclocking,Disk partitioning,Dependency management,d,
Digital Environments,7.2.2,Utilities Software,A risk when using third-party packages is...,Automatic CPU throttling,Supply-chain vulnerabilities,Guaranteed code quality,Perfect uptime,b,
Digital Environments,7.2.2,Utilities Software,Protection software typically includes...,Package builders,Disk defragmenters,Antivirus and firewall tools,Compression codecs only,c,
Digital Environments,7.2.2,Utilities Software,An example function of protection software is...,Unlimited storage,Zero-day patching for all apps,Real-time malware scanning,Automatic OS replacement,c,
Digital Environments,7.2.2,Utilities Software,A limitation of protection software is...,No user interaction required,Guaranteed 100% protection,False positives and overhead,Eliminates the need for updates,c,
Digital Environments,7.2.2,Utilities Software,Backup software is used to...,Reduce network latency,Improve CPU performance,Create data copies for recovery,Increase monitor resolution,c,
Digital Environments,7.2.2,Utilities Software,A good backup strategy should include...,The 3-2-1 rule,Single copy on one device,Backups without testing,Only full backups,a,
Digital Environments,7.2.2,Utilities Software,Which backup type copies only files changed since the last backup of any type-,Full backup,Incremental backup,Differential backup,Snapshot backup,b,
Digital Environments,7.2.2,Utilities Software,Cloud backup software benefits users by...,No subscription costs,Guaranteed faster local restores,Off-site redundancy and accessibility,Eliminates encryption needs,c,
Digital Environments,7.2.2,Utilities Software,A common issue with backups is...,Backups not tested or monitored,Automatic malware removal,Increased CPU speed,Eliminates human error,a,
Digital Environments,7.2.4,Application Software,What is a key feature of word processors-,Editing and formatting text,Editing videos,Creating 3D models,Managing networks,a,word processor
Digital Environments,7.2.4,Application Software,Word processors are commonly used for...,Writing documents,Running servers,Storing large datasets,Processing payments,a,word processor
Digital Environments,7.2.4,Application Software,Spreadsheets are primarily used for...,Calculations and data analysis,Writing essays,Sending messages,Editing audio,a,spreadsheet
Digital Environments,7.2.4,Application Software,A benefit of spreadsheet software is...,Automating calculations,Improving graphics,Sending bulk email,Hosting websites,a,spreadsheet
Digital Environments,7.2.4,Application Software,Databases are best suited for...,Writing letters,Storing and retrieving structured data,Drawing diagrams,Sending mail,b,database
Digital Environments,7.2.4,Application Software,A key feature of database software is...,Editing images,Querying large datasets,Browsing the web,Designing animations,b,database
Digital Environments,7.2.4,Application Software,Email software is mainly used for...,Managing projects,Sending and receiving messages,Editing sound,Hosting networks,b,email
Digital Environments,7.2.4,Application Software,A limitation of email is...,Perfect accuracy,Guaranteed privacy,Unlimited storage,Spam and phishing risks,d,email
Digital Environments,7.2.4,Application Software,Project management software helps users...,Create audio files,Compose emails,Edit videos,Track tasks and timelines,d,project management
Digital Environments,7.2.4,Application Software,A key feature of project management tools is...,Real-time gaming,Gantt charts and scheduling,Grammar correction,Photo editing,b,project management
Digital Environments,7.2.4,Application Software,Why is defragmentation discouraged on SSDs,It reduces available TRIM blocks,It offers no speed benefit and adds unnecessary write wear,It lowers controller temperature,It increases seek time,b,defragmenters
Digital Environments,7.2.4,Application Software,Which backup plan follows the 3-2-1 rule,"3 vaults, 2 clouds, 1 tape","3 full backups daily, 2 incrementals, 1 snapshot","3 copies, 2 media types, 1 off-site","3 servers, 2 switches, 1 UPS",c,backup software
Digital Environments,7.2.4,Application Software,Incremental backups differ from differential because incrementals...,always include the master file table,copy changes since the last full backup,copy only changes since the last backup of any type,require no restoration chain,c,backup software
Digital Environments,7.2.4,Application Software,A key limitation of relying on email for workflow approvals is...,lack of transactional guarantees and idempotency,excess CPU utilisation on clients,limited MIME support,mandatory encryption by default,a,email
Digital Environments,7.2.4,Application Software,A package manager primarily reduces the risk of...,wireless interference,CPU overclocking errors,disk partition misalignment,dependency hell and inconsistent versions,d,package managers
Digital Environments,7.2.4,Application Software,Why do incremental-forever backups complicate restores-,they require tape only,they eliminate deduplication,longer restore chains across many points,they forbid snapshots,c,backup software
Digital Environments,7.2.4,Application Software,A drawback of email-based approvals is...,guaranteed delivery,auto-MFA on all clients,native schema validation,no atomic transaction boundary,d,email
Digital Environments,7.2.4,Application Software,Why is automated patching via package managers essential-,increases CPU boost clocks,reduces unpatched-vulnerability dwell time,improves fan curves,raises RAM bandwidth,b,package managers
Digital Environments-Networks,7.3.1,Benefits of,What is a key benefit of connecting devices to form a network-,Increase hardware cost,Share resources,Reduce connectivity,Remove storage needs,b,network benefits
Digital Environments-Networks,7.3.1,Benefits of,Which of the following is a drawback of networked devices-,Centralised management,Easy communication,Resource sharing,Security vulnerabilities,d,network drawbacks
Digital Environments-Networks,7.3.1,Benefits of,Networks allow devices to...,Avoid storage,Reduce performance,Eliminate software needs,Communicate and share data,d,network benefits
Digital Environments-Networks,7.3.1,Benefits of,One advantage of file sharing across a network is...,Unlimited storage,Guaranteed security,Improved collaboration,Reduced bandwidth,c,network benefits
Digital Environments-Networks,7.3.1,Benefits of,A common security risk of networked devices is...,Stronger protection,Malware spreading,Lower risk,Guaranteed privacy,b,network drawbacks
Digital Environments-Networks,7.3.1,Benefits of,A benefit of using network printers is...,Unlimited colour printing,Guaranteed faster printing,Cost savings through shared access,Offline operation,c,network benefits
Digital Environments-Networks,7.3.1,Benefits of,A drawback of network dependency is...,Improved reliability,Network outages affecting all devices,Reduced traffic,Unlimited bandwidth,b,network drawbacks
Digital Environments-Networks,7.3.1,Benefits of,Connecting devices in a network supports...,Guaranteed privacy,Efficient communication,Eliminating all cables,Unlimited speed,b,network benefits
Digital Environments-Networks,7.3.1,Benefits of,A disadvantage of large networks is...,Guaranteed reliability,Higher management complexity,Unlimited users,Automatic backups,b,network drawbacks
Digital Environments-Networks,7.3.1,Benefits of,A benefit of centralised backups on a network is...,Unlimited storage,Guaranteed zero data loss,Data recovery from a single location,Faster local printing,c,network benefits
Digital Environments-Networks,7.3.2,Types of,What is a key feature of a Personal Area Network (PAN)-,Very short-range connectivity,City-wide coverage,Nationwide coverage,Global communication,a,PAN
Digital Environments-Networks,7.3.2,Types of,PANs are typically used for...,Running global services,Linking cities,Connecting personal devices,Connecting offices worldwide,c,PAN
Digital Environments-Networks,7.3.2,Types of,A common technology used in PANs is...,Fiber backbones,Satellite links,Bluetooth,Global routing,c,PAN
Digital Environments-Networks,7.3.2,Types of,A limitation of PANs is...,Short range,High cost,High latency,Large coverage,a,PAN
Digital Environments-Networks,7.3.2,Types of,Which device is most likely to use a PAN-,Office routers,Data centres,Wireless headphones,Cloud servers,c,PAN
Digital Environments-Networks,7.3.2,Types of,What defines a Local Area Network (LAN)-,Inter-city links,Long-distance links,Global connections,Small geographic area,d,LAN
Digital Environments-Networks,7.3.2,Types of,LANs are commonly used in...,Homes and offices,Global enterprises,Cross-country networks,Mobile carriers,a,LAN
Digital Environments-Networks,7.3.2,Types of,A benefit of LANs is...,Guaranteed anonymity,Global coverage,High speed and low cost,Unlimited range,c,LAN
Digital Environments-Networks,7.3.2,Types of,A typical LAN covers...,Mobile networks only,A whole country,Multiple continents,A building or campus,d,LAN
Digital Environments-Networks,7.3.2,Types of,Which device is commonly part of a LAN-,Firewall appliance,Satellite dish,Mobile tower,Ethernet switch,d,LAN
Digital Environments-Networks,7.3.2,Types of,What is a defining feature of a Metropolitan Area Network (MAN)-,Within one room,City-wide coverage,Across continents,Inside one building,b,MAN
Digital Environments-Networks,7.3.2,Types of,MANs typically connect...,Multiple LANs in a city,Personal devices,Global networks,Mobile phones only,a,MAN
Digital Environments-Networks,7.3.2,Types of,A common use of a MAN is...,Connecting campuses in a city,Connecting homes only,Connecting continents,Connecting personal devices,a,MAN
Digital Environments-Networks,7.3.2,Types of,A drawback of a MAN is...,Battery drain,Short range,Data loss,High infrastructure cost,d,MAN
Digital Environments-Networks,7.3.2,Types of,A Wide Area Network (WAN) usually covers...,One room,Large geographic areas,One building,One campus,b,WAN
Digital Environments-Networks,7.3.2,Types of,WANs commonly support...,Short-range pairing,Room-to-room wireless,Long-distance communication,Local file transfers,c,WAN
Digital Environments-Networks,7.3.2,Types of,A drawback of WANs is...,Low cost,Short range,Higher latency,Simple setup,c,WAN
Digital Environments-Networks,7.3.2,Types of,A Virtual Private Network (VPN) allows users to...,Increase local storage,Expand wireless range,Access a secure remote network,Boost processor speed,c,VPN
Digital Environments-Networks,7.3.2,Types of,A benefit of using a VPN is...,Local device pairing,Guaranteed faster internet,Unlimited bandwidth,Secure encrypted connections,d,VPN
Digital Environments-Networks,7.3.2,Types of,A drawback of VPNs is...,Remote access,Improved anonymity,Better security,Slower speed due to encryption,d,VPN
Digital Environments-Networks,7.3.3,Connection Types,What is a key feature of copper Ethernet cabling-,Electrical signals,Light pulses,Radio waves,Infrared beams,a,wired - copper/ethernet
Digital Environments-Networks,7.3.3,Connection Types,A benefit of copper Ethernet is...,Low cost,Very long range,Highest immunity to interference,Unlimited bandwidth,a,wired - copper/ethernet
Digital Environments-Networks,7.3.3,Connection Types,A drawback of copper Ethernet is...,Susceptible to interference,Very high cost,Fragile glass cores,Difficult installation,a,wired - copper/ethernet
Digital Environments-Networks,7.3.3,Connection Types,Copper Ethernet cables are commonly used for...,Long-distance global links,Subsea cables,Office LAN connections,Temporary pop-up networks,c,wired - copper/ethernet
Digital Environments-Networks,7.3.3,Connection Types,Which characteristic describes Cat6/Cat7 Ethernet-,Uses light pulses,Higher bandwidth than older Ethernet,Supports wireless roaming,Globally long-range links,b,wired - copper/ethernet
Digital Environments-Networks,7.3.3,Connection Types,Fibre-optic cables transmit data using...,Electrical signals,Light pulses,Radio waves,Magnetic fields,b,wired - fibre-optic
Digital Environments-Networks,7.3.3,Connection Types,A benefit of fibre-optic connectivity is...,Lowest cost,High speed over long distances,Easiest installation,Best for very short links only,b,wired - fibre-optic
Digital Environments-Networks,7.3.3,Connection Types,A drawback of fibre-optic connectivity is...,Susceptibility to EMI,Higher installation cost,Short distances only,Low bandwidth,b,wired - fibre-optic
Digital Environments-Networks,7.3.3,Connection Types,Fibre-optic is preferred over copper for...,Long-distance high-speed links,Short home connections,Temporary wireless setups,Battery-powered devices,a,wired - copper/ethernet
Digital Environments-Networks,7.3.3,Connection Types,Which scenario best suits fibre-optic links-,Bluetooth pairing,Inter-building backbone links,Local device switching,Short-range IoT networks,b,wired - fibre-optic
Digital Environments-Networks,7.3.3,Connection Types,Wireless access points (WAPs) provide...,Internet filtering only,Fibre-optic routing,Copper-based switching,Wireless network connectivity,d,wireless - wireless access points
Digital Environments-Networks,7.3.3,Connection Types,A benefit of wireless connectivity is...,Mobility,Guaranteed maximum speed,Complete immunity to interference,No security concerns,a,wireless - wireless access points
Digital Environments-Networks,7.3.3,Connection Types,A drawback of wireless connectivity is...,Total privacy,Guaranteed stability,Unlimited bandwidth,Signal interference,d,wireless - wireless access points
Digital Environments-Networks,7.3.3,Connection Types,Wireless access points are commonly used for...,Long-distance signal transport,Providing Wi-Fi in buildings,Hosting fibre backbones,Encrypting data automatically,b,wireless - wireless access points
Digital Environments-Networks,7.3.3,Connection Types,Which characteristic applies to wireless signals-,Unlimited range,Guaranteed stability,Interference from obstacles,Full physical security,c,wireless - wireless access points
Digital Environments-Networks,7.3.3,Connection Types,"Compared to wired networks, wireless networks...",Have unlimited range,Provide higher speeds always,Are immune to interference,Are easier to intercept,d,wired - copper/ethernet
Digital Environments-Networks,7.3.3,Connection Types,One limitation of wireless access points is...,Guaranteed speed,Perfect privacy,Unlimited bandwidth,Limited range,d,wireless - wireless access points
